file,title,author,current_t,note_year,master_id,master_time,suggested_t,status,confidence,evidence,verification_status,id
从地球到月球.md,从地球到月球,儒勒·凡尔纳,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0268
从莫斯科到佩图什基.md,从莫斯科到佩图什基,维涅季克特·叶罗费耶夫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1579
他人的脸.md,他人的脸,安部公房,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1580
他们宁可正确.md,他们宁可正确,马克·克利夫顿 / 弗兰克·莱利,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2896
他们眼望上苍.md,他们眼望上苍,佐拉·尼尔·赫斯顿,T4,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-1581
他的家庭.md,他的家庭,欧内斯特·普尔,T4,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2958
以诺一书.md,以诺一书,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1399
仪仗队.md,仪仗队,詹姆斯·古尔德·科曾斯,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2982
仲夏夜之梦.md,仲夏夜之梦,莎士比亚,T2,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2010
仿生人会梦见电子羊吗？.md,仿生人会梦见电子羊吗？,菲利普·K.迪克,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0329
伊万.md,伊万,克雷蒂安·德·特鲁瓦,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1400
伊凡·伊里奇之死.md,伊凡·伊里奇之死,列夫·托尔斯泰,T3,,CANON-124,1886,T3,PASS,HIGH,CANON-124 首次成书_出版时间=1886,需复核,WL-WORK-2843
伊凡·杰尼索维奇的一天.md,伊凡·杰尼索维奇的一天,索尔仁尼琴,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1582
伊利亚特.md,伊利亚特,荷马,T0,,CANON-002,约前8世纪,T0,PASS,HIGH,CANON-002 首次成书_出版时间=约前8世纪,自动通过,WL-WORK-0581
伊南娜下降冥界.md,伊南娜下降冥界,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1401
伊南娜与杜穆兹.md,伊南娜与杜穆兹,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1402
伊本·白图泰游记.md,伊本·白图泰游记,伊本·白图泰,T1,,,,,REVIEW,,缺少可靠年代证据,人工核验,WL-WORK-T1-RIHLA
伊甸之东.md,伊甸之东,约翰·斯坦贝克,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0983
伊豆的舞女.md,伊豆的舞女,川端康成,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2014
休·赛尔温·毛伯利.md,休·赛尔温·毛伯利,埃兹拉·庞德,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1584
休战.md,休战,普里莫·莱维,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2015
众王荣耀.md,众王荣耀,乔治·R.R.马丁,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1403
伙计.md,伙计,伯纳德·马拉默德,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1585
会饮篇.md,会饮篇,柏拉图,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2017
传奇与拿铁.md,传奇与拿铁,特拉维斯·鲍德里,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0582
伤痕.md,伤痕,查纳·米耶维,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0583
伪君子.md,伪君子,莫里哀,T2,1664,CANON-076,1664,T2,PASS,HIGH,note.year=1664,手工核验,WL-WORK-2830
伪装.md,伪装,乔·霍尔德曼,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2948
但以理书.md,但以理书,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1404
低地.md,低地,裘帕·拉希莉,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0985
体育馆之谜.md,体育馆之谜,青崎有吾,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0203
何以笙箫默.md,何以笙箫默,顾漫,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2018
你一生的故事.md,你一生的故事,姜峯楠,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0421
你在高原.md,你在高原,张炜,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2878
你往何处去.md,你往何处去,显克维奇,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0986
佩伽纳诸神.md,佩伽纳诸神,邓萨尼勋爵,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0585
佩尔西瓦尔.md,佩尔西瓦尔,克雷蒂安·德·特鲁瓦,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1407
佩德罗·巴拉莫.md,佩德罗·巴拉莫,胡安·鲁尔福,T5,,CANON-180,1955,T5,PASS,HIGH,CANON-180 首次成书_出版时间=1955,自动通过,WL-WORK-0987
使命.md,使命,费尔南多·佩索阿,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1587
使女的故事.md,使女的故事,玛格丽特·阿特伍德,T6,,CANON-286,1985,T6,PASS,HIGH,CANON-286 首次成书_出版时间=1985,自动通过,WL-WORK-0363
侠客行.md,侠客行,金庸,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2449
俄狄浦斯王.md,俄狄浦斯王,索福克勒斯,T0,,CANON-005,约前429,T0,PASS,HIGH,CANON-005 首次成书_出版时间=约前429,自动通过,WL-WORK-1408
俄瑞斯忒亚.md,俄瑞斯忒亚,埃斯库罗斯,T0,,CANON-004,前458,T0,PASS,HIGH,CANON-004 首次成书_出版时间=前458,需复核,WL-WORK-2809
俗世奇人.md,俗世奇人,冯骥才,T6,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2720
俗丽之夜.md,俗丽之夜,多萝西·L·塞耶斯,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0049
俘虏记.md,俘虏记,大冈升平,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1589
保罗·策兰诗选.md,保罗·策兰诗选,保罗·策兰,T5,,CANON-197,1948—1970,T5,PASS,HIGH,CANON-197 首次成书_出版时间=1948—1970,需复核,WL-WORK-3154
信号员.md,信号员,查尔斯·狄更斯,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0587
修桶人.md,修桶人,伯纳德·马拉默德,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2993
倚天屠龙记.md,倚天屠龙记,金庸,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2450
倾城之恋.md,倾城之恋,张爱玲,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1590
假面的告白.md,假面的告白,三岛由纪夫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0990
偌大.md,偌大,埃德娜·费伯,T4,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2963
傲慢与偏见.md,傲慢与偏见,简·奥斯汀,T3,,CANON-088,1813,T3,PASS,HIGH,CANON-088 首次成书_出版时间=1813,自动通过,WL-WORK-0992
傻子出国记.md,傻子出国记,马克·吐温,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1410
像少年啦飞驰.md,像少年啦飞驰,韩寒,T6,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2730
儒林外史.md,儒林外史,吴敬梓,T2,,CANON-036,约1750,T2,PASS,HIGH,CANON-036 首次成书_出版时间=约1750,手工核验,WL-WORK-2815
儿子与情人.md,儿子与情人,D.H.劳伦斯,T4,,CANON-140,1913,T4,PASS,HIGH,CANON-140 首次成书_出版时间=1913,自动通过,WL-WORK-0993
儿子们.md,儿子们,赛珍珠,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0994
儿子的大玩偶.md,儿子的大玩偶,黄春明,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1591
元年春之祭.md,元年春之祭,陆秋槎,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0249
元素周期表.md,元素周期表,普里莫·莱维,T5,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2739
兄弟.md,兄弟,余华,T6,2005,,,T6,PASS,HIGH,note.year=2005,个人补录,WL-WORK-2772
先知.md,先知,纪伯伦,T4,,CANON-252,1923,T4,PASS,HIGH,CANON-252 首次成书_出版时间=1923,需复核,WL-WORK-3193
先知之歌.md,先知之歌,保罗·林奇,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3080
光明王.md,光明王,罗杰·泽拉兹尼,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0347
克拉丽莎.md,克拉丽莎,塞缪尔·理查逊,T2,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2020
克拉拉与太阳.md,克拉拉与太阳,石黑一雄,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0432
克苏鲁的呼唤.md,克苏鲁的呼唤,洛夫克拉夫特,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0589
克莱芙王妃.md,克莱芙王妃,拉法耶特夫人,T2,,CANON-079,1678,T2,PASS,HIGH,CANON-079 首次成书_出版时间=1678,自动通过,WL-WORK-0995
克里希纳普尔围城.md,克里希纳普尔围城,J.G.法雷尔,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3039
克里斯丁·拉夫朗斯达特.md,克里斯丁·拉夫朗斯达特,西格丽德·温塞特,T4,,CANON-299,1920—1922,T4,PASS,HIGH,CANON-299 首次成书_出版时间=1920—1922,需复核,WL-WORK-3217
克里斯汀.md,克里斯汀,斯蒂芬·金,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0590
克里斯汀·拉夫兰斯女.md,克里斯汀·拉夫兰斯女,西格丽德·温塞特,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0996
兔子富了.md,兔子富了,约翰·厄普代克,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3002
兔子歇了.md,兔子歇了,约翰·厄普代克,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3008
全系统红.md,全系统红,玛莎·威尔斯,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0419
全部成为F.md,全部成为F,森博嗣,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0188
八墓村.md,八墓村,横沟正史,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0154
公主与哥布林.md,公主与哥布林,乔治·麦克唐纳,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0592
公民文斯.md,公民文斯,杰斯·沃尔特,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3132
公羊的节日.md,公羊的节日,巴尔加斯·略萨,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0997
六个寻找作者的剧中人.md,六个寻找作者的剧中人,皮兰德娄,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1592
兰克玛之剑.md,兰克玛之剑,弗里茨·莱伯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0593
兰斯洛特.md,兰斯洛特,克雷蒂安·德·特鲁瓦,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1412
兰斯洛特：大车骑士.md,兰斯洛特：大车骑士,克雷蒂安·德·特鲁瓦,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2022
关于女儿.md,关于女儿,金惠珍,T6,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2690
关原.md,关原,司马辽太郎,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2455
其主之声.md,其主之声,斯坦尼斯瓦夫·莱姆,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0334
内塔尼亚胡一家.md,内塔尼亚胡一家,乔舒亚·科恩,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3029
再见，冥王星.md,再见，冥王星,夏茗悠,T6,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2760
再见，吾爱.md,再见，吾爱,雷蒙德·钱德勒,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0076
再见，哥伦布.md,再见，哥伦布,菲利普·罗斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1594
写在身体上.md,写在身体上,珍妮特·温特森,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2023
冬天里的春天.md,冬天里的春天,李国文,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2859
冬王.md,冬王,伯纳德·康威尔,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0594
冰是睡着的水.md,冰是睡着的水,刘猛,T6,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2770
冰菓.md,冰菓,米泽穗信,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0199
冰雨的风暴.md,冰雨的风暴,乔治·R.R.马丁,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0595
冰雪女王.md,冰雪女王,安徒生,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0596
冲击波骑士.md,冲击波骑士,约翰·布鲁纳,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0998
冷肉.md,冷肉,萨达特·哈桑·曼托,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1596
凉生我们可不可以不忧伤.md,凉生我们可不可以不忧伤,乐小米,T6,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2748
凡人修仙传.md,凡人修仙传,忘语,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0597
凤凰剑.md,凤凰剑,罗伯特·E.霍华德,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0598
凯恩舰哗变.md,凯恩舰哗变,赫尔曼·沃克,T5,1951,,,T5,PASS,HIGH,note.year=1951,自动通过,WL-WORK-2025
凯瑟琳·安·波特短篇小说集.md,凯瑟琳·安·波特短篇小说集,凯瑟琳·安·波特,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2992
凯雷特史诗.md,凯雷特史诗,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1413
凶人邸谜案.md,凶人邸谜案,今村昌弘,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0207
出埃及记.md,出埃及记,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1414
出租.md,出租,约翰·高尔斯华绥,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1000
击剑大师.md,击剑大师,阿图罗·佩雷斯-雷维特,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2458
刀锋本身.md,刀锋本身,乔·阿伯克龙比,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0600
分家.md,分家,赛珍珠,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1002
分裂的天空.md,分裂的天空,克里斯塔·沃尔夫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1597
切尔诺贝利的悲鸣.md,切尔诺贝利的悲鸣,阿列克谢耶维奇,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2026
列王的纷争.md,列王的纷争,乔治·R.R.马丁,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0601
列王纪.md,列王纪,菲尔多西,T1,,CANON-014,约1010,T1,PASS,HIGH,CANON-014 首次成书_出版时间=约1010,自动通过,WL-WORK-1416
列车正点到达.md,列车正点到达,海因里希·伯尔,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1598
创世记.md,创世记,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1004
创业史.md,创业史,柳青,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1599
利器.md,利器,吉莉安·弗琳,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-0130
利维坦觉醒.md,利维坦觉醒,詹姆斯·S.A.科里,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0410
别名格蕾丝.md,别名格蕾丝,玛格丽特·阿特伍德,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1005
别让我走.md,别让我走,石黑一雄,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0431
到灯塔去.md,到灯塔去,弗吉尼亚·伍尔夫,T4,,CANON-138,1927,T4,PASS,HIGH,CANON-138 首次成书_出版时间=1927,自动通过,WL-WORK-1006
刺客学徒.md,刺客学徒,罗宾·霍布,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0603
刺青杀人事件.md,刺青杀人事件,高木彬光,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0157
刽子手之歌.md,刽子手之歌,诺曼·梅勒,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3000
前赤壁赋.md,前赤壁赋,苏轼,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1418
剑与恶魔.md,剑与恶魔,弗里茨·莱伯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0604
剑客商卖.md,剑客商卖,池波正太郎,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2459
剑气珠光.md,剑气珠光,还珠楼主,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2460
剑海鹰扬.md,剑海鹰扬,司马翎,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2461
剧毒.md,剧毒,多萝西·L·塞耶斯,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0046
副本.md,副本,理查德·K.摩根,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0396
力量.md,力量,厄休拉·勒古恩,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2950
劝导.md,劝导,简·奥斯汀,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2027
功名十字路.md,功名十字路,司马辽太郎,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2462
加勒比女王.md,加勒比女王,埃米利奥·萨尔加里,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2463
加尔顿案件.md,加尔顿案件,罗斯·麦克唐纳,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0089
加布里埃拉.md,加布里埃拉,若热·亚马多,T5,,CANON-274,1958,T5,PASS,HIGH,CANON-274 首次成书_出版时间=1958,需复核,WL-WORK-3207
加速.md,加速,查尔斯·斯特罗斯,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0397
动物农场.md,动物农场,乔治·奥威尔,T5,,CANON-143,1945,,BOUNDARY,HIGH,CANON-143 首次成书_出版时间=1945 (BOUNDARY_DATE),个人补录,WL-WORK-2683
劳儿之劫.md,劳儿之劫,玛格丽特·杜拉斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1602
包法利夫人.md,包法利夫人,福楼拜,T3,,CANON-111,1857,T3,PASS,HIGH,CANON-111 首次成书_出版时间=1857,手工核验,WL-WORK-2028
化身博士.md,化身博士,罗伯特·路易斯·史蒂文森,T3,,CANON-103,1886,T3,PASS,HIGH,CANON-103 首次成书_出版时间=1886,自动通过,WL-WORK-0605
北上.md,北上,徐则臣,T6,2018,,,T6,PASS,HIGH,note.year=2018,自动通过,WL-WORK-1007
北京折叠.md,北京折叠,郝景芳,T6,2012,,,T6,PASS,HIGH,note.year=2012,自动通过,WL-WORK-0466
北欧众神.md,北欧众神,尼尔·盖曼,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0606
北迁季节.md,北迁季节,塔伊布·萨利赫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1603
北风的背后.md,北风的背后,乔治·麦克唐纳,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0607
医者之战.md,医者之战,伊丽莎白·安妮·斯卡伯勒,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2938
十二国记：月之影 影之海.md,十二国记：月之影 影之海,小野不由美,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0608
十八岁出门远行.md,十八岁出门远行,余华,T6,1987,,,T6,PASS,HIGH,note.year=1987,个人补录,WL-WORK-2783
十字军骑士.md,十字军骑士,显克维奇,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2465
十字架上的魔鬼.md,十字架上的魔鬼,恩古吉·瓦·提安哥,T6,,CANON-257,1980,,BOUNDARY,HIGH,CANON-257 首次成书_出版时间=1980 (BOUNDARY_DATE),需复核,WL-WORK-3197
十日谈.md,十日谈,乔万尼·薄伽丘,T1,,CANON-025,约1353,T1,PASS,HIGH,CANON-025 首次成书_出版时间=约1353,需复核,WL-WORK-2813
十月国度.md,十月国度,雷·布拉德伯里,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0609
十角馆事件.md,十角馆事件,绫辻行人,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0179
千禧年人.md,千禧年人,J.G.巴拉德,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1008
千里江山图.md,千里江山图,孙甘露,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2894
午夜之子.md,午夜之子,萨尔曼·拉什迪,T6,1981,CANON-066,1981,T6,PASS,HIGH,note.year=1981,自动通过,WL-WORK-0611
午夜凶铃.md,午夜凶铃,铃木光司,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0612
半生缘.md,半生缘,张爱玲,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2029
半落.md,半落,横山秀夫,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0175
半轮黄日.md,半轮黄日,奇玛曼达·恩戈齐·阿迪奇埃,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1009
华冈青洲之妻.md,华冈青洲之妻,有吉佐和子,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1010
华夏集.md,华夏集,埃兹拉·庞德,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1605
华氏451.md,华氏451,雷·布拉德伯里,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0319
华胥引.md,华胥引,唐七公子,T6,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2747
卖牛奶的台维.md,卖牛奶的台维,肖洛姆·阿莱赫姆,T4,,CANON-253,1894—1914,T4,PASS,HIGH,CANON-253 首次成书_出版时间=1894—1914,需复核,WL-WORK-3194
南太平洋故事.md,南太平洋故事,詹姆斯·A·米奇纳,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2981
南方.md,南方,博尔赫斯,T5,1953,,,T5,PASS,HIGH,note.year=1953,人工核验,WL-WORK-2468
南方与北方.md,南方与北方,盖斯凯尔夫人,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2030
占星术杀人魔法.md,占星术杀人魔法,岛田庄司,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0176
占有.md,占有,A.S.拜厄特,T6,1990,,,T6,PASS,HIGH,note.year=1990,自动通过,WL-WORK-1012
卡卡温罗摩衍那.md,卡卡温罗摩衍那,佚名,T1,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1420
卡拉马佐夫兄弟.md,卡拉马佐夫兄弟,陀思妥耶夫斯基,T3,,CANON-121,1880,T3,PASS,HIGH,CANON-121 首次成书_出版时间=1880,需复核,WL-WORK-2842
卡特里奥娜.md,卡特里奥娜,罗伯特·路易斯·史蒂文森,T4,1893,,,T4,PASS,HIGH,note.year=1893,人工核验,WL-WORK-2469
卡瓦利与克雷的神奇冒险.md,卡瓦利与克雷的神奇冒险,迈克尔·谢邦,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3017
卡皮斯特拉诺的诅咒.md,卡皮斯特拉诺的诅咒,约翰斯顿·麦卡利,T4,1919,,,T4,PASS,HIGH,note.year=1919,人工核验,WL-WORK-2470
卡米拉.md,卡米拉,谢里登·勒法努,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0615
卡里来和笛木乃.md,卡里来和笛木乃,伊本·穆格法,T1,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-T1-KALILA
卡门.md,卡门,梅里美,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2471
卢济塔尼亚人之歌.md,卢济塔尼亚人之歌,路易斯·德·卡蒙斯,T2,,CANON-218,1572,T2,PASS,HIGH,CANON-218 首次成书_出版时间=1572,需复核,WL-WORK-3168
卫兵！卫兵！.md,卫兵！卫兵！,特里·普拉切特,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0616
印卡王室述评.md,印卡王室述评,印加·加尔西拉索·德拉维加,T2,1609,,,T2,PASS,HIGH,note.year=1609,手工核验,WL-WORK-1606
印度之行.md,印度之行,E.M.福斯特,T4,,CANON-141,1924,T4,PASS,HIGH,CANON-141 首次成书_出版时间=1924,自动通过,WL-WORK-1607
印斯茅斯的阴霾.md,印斯茅斯的阴霾,洛夫克拉夫特,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0617
危险关系.md,危险关系,拉克洛,T2,,CANON-085,1782,T2,PASS,HIGH,CANON-085 首次成书_出版时间=1782,自动通过,WL-WORK-2031
危险幻象.md,危险幻象,哈兰·埃里森,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-0367
厄舍府的倒塌.md,厄舍府的倒塌,爱伦·坡,T3,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0618
历史.md,历史,希罗多德,T0,,CANON-210,1974,T5,MOVE_CANDIDATE,HIGH,CANON-210 首次成书_出版时间=1974,自动通过,WL-WORK-1422
历史的天空.md,历史的天空,徐贵祥,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2872
历史（莫兰特）.md,历史,埃尔莎·莫兰特,T5,,CANON-210,1974,T5,PASS,HIGH,CANON-210 首次成书_出版时间=1974,需复核,WL-WORK-3162
厌世者.md,厌世者,莫里哀,T2,,CANON-077,1666,T2,PASS,HIGH,CANON-077 首次成书_出版时间=1666,需复核,WL-WORK-2831
原始人.md,原始人,罗伯特·J·索耶,T6,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2917
厨房.md,厨房,吉本芭娜娜,T6,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2032
