file,title,author,year,current_t,current_axis_t,suggested_t_by_year,status,reason,verification_status,id
刽子手之歌.md,刽子手之歌,诺曼·梅勒,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3000
剑与恶魔.md,剑与恶魔,弗里茨·莱伯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0604
剑客商卖.md,剑客商卖,池波正太郎,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2459
剑海鹰扬.md,剑海鹰扬,司马翎,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2461
功名十字路.md,功名十字路,司马辽太郎,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2462
加尔顿案件.md,加尔顿案件,罗斯·麦克唐纳,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0089
加布里埃拉.md,加布里埃拉,若热·亚马多,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3207
动物农场.md,动物农场,乔治·奥威尔,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,个人补录,WL-WORK-2683
劳儿之劫.md,劳儿之劫,玛格丽特·杜拉斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1602
北迁季节.md,北迁季节,塔伊布·萨利赫,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1603
十月国度.md,十月国度,雷·布拉德伯里,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0609
半生缘.md,半生缘,张爱玲,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2029
华冈青洲之妻.md,华冈青洲之妻,有吉佐和子,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1010
华氏451.md,华氏451,雷·布拉德伯里,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0319
南太平洋故事.md,南太平洋故事,詹姆斯·A·米奇纳,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2981
南方.md,南方,博尔赫斯,1953,T5,T5 二战后多极文学,T5,PASS,按 year 与正式 T 轴范围一致,人工核验,WL-WORK-2468
危险幻象.md,危险幻象,哈兰·埃里森,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-0367
历史（莫兰特）.md,历史,埃尔莎·莫兰特,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3162
去你四散的身躯.md,去你四散的身躯,菲利普·何塞·法默,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2903
去卡拉的使命.md,去卡拉的使命,蒙戈·贝蒂,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1609
双星.md,双星,罗伯特·海因莱因,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0304
变.md,变,米歇尔·布托,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1611
变革时代.md,变革时代,罗伯特·西尔弗伯格,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2932
古拉格群岛.md,古拉格群岛,索尔仁尼琴,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1612
可以吃的女人.md,可以吃的女人,玛格丽特·阿特伍德,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1614
台北人.md,台北人,白先勇,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1615
叶隐入门.md,叶隐入门,三岛由纪夫,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2477
吉迪恩之火.md,吉迪恩之火,约翰·克里西,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3090
向导.md,向导,R.K.纳拉扬,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1616
向苍天呼吁.md,向苍天呼吁,詹姆斯·鲍德温,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1019
告别马焦拉.md,告别马焦拉,瓦连京·拉斯普京,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1618
哈德良回忆录.md,哈德良回忆录,玛格丽特·尤瑟纳尔,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1022
哭泣吧，亲爱的祖国.md,哭泣吧，亲爱的祖国,艾伦·佩顿,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3201
嚎叫.md,嚎叫,艾伦·金斯堡,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1622
四世同堂.md,四世同堂,老舍,1948,T5,T5 二战后多极文学,T5,PASS,按 year 与正式 T 轴范围一致,自动通过,WL-WORK-1027
四朝代.md,四朝代,克立·巴莫,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3174
回旋余地.md,回旋余地,詹姆斯·艾伦·麦克弗森,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2998
围城.md,围城,钱钟书,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2039
国王的人马.md,国王的人马,罗伯特·佩恩·沃伦,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2980
国王的赎金.md,国王的赎金,埃德·麦克贝恩,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0101
国盗物语.md,国盗物语,司马辽太郎,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1029
土地.md,土地,朴景利,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1031
圣彼得节的奇迹.md,圣彼得节的奇迹,埃利斯·彼得斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-0133
圣骨疑云.md,圣骨疑云,埃利斯·彼得斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1033
在我皮肤的城堡里.md,在我皮肤的城堡里,乔治·拉明,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1629
在自由的国度.md,在自由的国度,V.S.奈保尔,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3037
在路上.md,在路上,杰克·凯鲁亚克,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1630
地海古墓.md,地海古墓,厄休拉·勒古恩,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0635
地海巫师.md,地海巫师,厄休拉·勒古恩,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0636
地狱屋.md,地狱屋,理查德·麦瑟森,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0638
坂上之云.md,坂上之云,司马辽太郎,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1036
城塞.md,城塞,司马辽太郎,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2487
城市.md,城市,克利福德·西马克,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0312
城市与狗.md,城市与狗,巴尔加斯·略萨,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1039
城市与群星.md,城市与群星,阿瑟·克拉克,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0308
基地.md,基地,艾萨克·阿西莫夫,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0295
基地与帝国.md,基地与帝国,艾萨克·阿西莫夫,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0296
塔玛斯.md,塔玛斯,比沙姆·萨赫尼,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1639
塞伯鲁斯的第五颗头.md,塞伯鲁斯的第五颗头,吉恩·沃尔夫,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0365
夏之花.md,夏之花,原民喜,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1641
夏日花.md,夏日花,原民喜,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2045
多情剑客无情剑.md,多情剑客无情剑,古龙,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2490
夜幕下的大军.md,夜幕下的大军,诺曼·梅勒,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1642
夜莺尸衣.md,夜莺尸衣,P.D.詹姆斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0103
夜访吸血鬼.md,夜访吸血鬼,安妮·赖斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0647
大唐游侠传.md,大唐游侠传,梁羽生,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2492
大地永存.md,大地永存,乔治·R.斯图尔特,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0325
大师和玛格丽特.md,大师和玛格丽特,布尔加科夫,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1647
大时代.md,大时代,弗里茨·莱伯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2897
大沙漠.md,大沙漠,古龙,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2495
大海啊，大海.md,大海啊，大海,艾丽丝·默多克,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3045
天堂的喷泉.md,天堂的喷泉,阿瑟·克拉克,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0311
天才雷普利.md,天才雷普利,帕特里夏·海史密斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0085
天空的孤儿.md,天空的孤儿,罗伯特·海因莱因,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0306
天钧.md,天钧,厄休拉·勒古恩,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0356
天龙八部.md,天龙八部,侠义伦理,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2498
太空商人.md,太空商人,弗雷德里克·波尔 / 西里尔·M.科恩布鲁斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0339
太阳下的人们.md,太阳下的人们,加桑·卡纳法尼,1963,T5,T5 二战后多极文学,T5,PASS,按 year 与正式 T 轴范围一致,手工核验,WL-WORK-2047
失踪的足迹.md,失踪的足迹,阿莱霍·卡彭铁尔,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0651
奎勒备忘录.md,奎勒备忘录,亚当·霍尔,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3093
奔马.md,奔马,三岛由纪夫,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2501
奥吉·马奇历险记.md,奥吉·马奇历险记,索尔·贝娄,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1653
奥拉.md,奥拉,卡洛斯·富恩特斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1655
女人的房间.md,女人的房间,玛丽莲·弗伦奇,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1657
女仆.md,女仆,让·热内,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1658
女性男人.md,女性男人,乔安娜·拉斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1659
女王蜂.md,女王蜂,横沟正史,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0156
女面.md,女面,円地文子,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1660
她的烟雾永恒升起.md,她的烟雾永恒升起,詹姆斯·提普特里二世,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0359
如果在冬夜，一个旅人.md,如果在冬夜，一个旅人,伊塔洛·卡尔维诺,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1662
如果我死在战区.md,如果我死在战区,蒂姆·奥布莱恩,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1663
如果这是一个人.md,如果这是一个人,普里莫·莱维,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1664
如此漫长的信.md,如此漫长的信,玛丽亚玛·芭,1979,T5,T5 二战后多极文学,T5,PASS,按 year 与正式 T 轴范围一致,自动通过,WL-WORK-2051
姆温多史诗.md,姆温多史诗,佚名,1969,T5,T5 二战后多极文学,T5,PASS,按 year 与正式 T 轴范围一致,自动通过,WL-WORK-1444
嫉妒.md,嫉妒,阿兰·罗伯-格里耶,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1666
孤独的伦敦人.md,孤独的伦敦人,萨姆·塞尔文,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1667
孩子，你别哭.md,孩子，你别哭,恩古吉·瓦·提安哥,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1064
宇宙奇趣全集.md,宇宙奇趣全集,伊塔洛·卡尔维诺,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1669
守产人.md,守产人,纳丁·戈迪默,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3040
守屋人.md,守屋人,雪莉·安·格劳,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2991
安妮日记.md,安妮日记,安妮·弗兰克,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1066
安德森维尔.md,安德森维尔,麦金莱·坎特,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2985
安息角.md,安息角,华莱士·斯特格纳,1971,T5,T5 二战后多极文学,T5,PASS,按 year 与正式 T 轴范围一致,自动通过,WL-WORK-2503
安珀志：安珀九王子.md,安珀志：安珀九王子,罗杰·泽拉兹尼,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0665
安静的场所.md,安静的场所,松本清张,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0165
宫间街.md,宫间街,纳吉布·马哈福兹,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1069
寒颤.md,寒颤,罗斯·麦克唐纳,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0090
寓言（福克纳）.md,寓言,威廉·福克纳,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2984
射雕英雄传.md,射雕英雄传,金庸,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2506
将军族.md,将军族,陈映真,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1677
尤比克.md,尤比克,菲利普·K.迪克,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0330
尸体之城.md,尸体之城,大田洋子,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2056
尸体之街.md,尸体之街,大田洋子,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1679
山音.md,山音,川端康成,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3158
巴别-17.md,巴别-17,塞缪尔·R.德拉尼,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0348
巴基斯坦列车.md,巴基斯坦列车,库什万特·辛格,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1683
巴斯蒂.md,巴斯蒂,因蒂扎尔·侯赛因,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1684
希腊人佐巴.md,希腊人佐巴,尼科斯·卡赞扎基斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2850
帷幕.md,帷幕,阿加莎·克里斯蒂,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0031
并非出于仇恨.md,并非出于仇恨,玛玛蕾,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3173
广场.md,广场,崔仁勋,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1689
广岛.md,广岛,约翰·赫西,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2062
广岛札记.md,广岛札记,大江健三郎,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2063
广阔腹地：条条小径.md,广阔腹地：条条小径,吉马朗埃斯·罗萨,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1691
庭院深深.md,庭院深深,琼瑶,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2064
开往伍德斯托克的末班车.md,开往伍德斯托克的末班车,科林·德克斯特,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0105
开往巴基斯坦的列车.md,开往巴基斯坦的列车,库什万特·辛格,1956,T5,T5 二战后多极文学,T5,PASS,按 year 与正式 T 轴范围一致,人工核验,WL-WORK-T5-TRAIN-PAKISTAN
开罗三部曲.md,开罗三部曲,纳吉布·马哈福兹,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2852
异乡异客.md,异乡异客,罗伯特·海因莱因,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0302
弗兰德公路.md,弗兰德公路,克洛德·西蒙,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1692
弗莱德丽卡.md,弗莱德丽卡,乔吉特·海耶,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2065
当选者.md,当选者,伯尼斯·鲁本斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3036
彼得便士.md,彼得便士,乔恩·克利里,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3101
往事.md,往事,什穆埃尔·约瑟夫·阿格农,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3196
微暗的火.md,微暗的火,纳博科夫,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2068
微笑的警察.md,微笑的警察,马伊·舍瓦尔 / 佩尔·瓦勒,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3098
德里纳河上的桥.md,德里纳河上的桥,伊沃·安德里奇,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-3215
忠告与同意.md,忠告与同意,艾伦·德鲁里,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2988
忧国.md,忧国,三岛由纪夫,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2523
思宫街.md,思宫街,纳吉布·马哈福兹,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1109
急需病例.md,急需病例,迈克尔·克赖顿,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3096
怪屋.md,怪屋,阿加莎·克里斯蒂,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0029
总统先生.md,总统先生,米格尔·安赫尔·阿斯图里亚斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1699
恋情的终结.md,恋情的终结,格雷厄姆·格林,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2071
恐惧拉斯维加斯.md,恐惧拉斯维加斯,亨特·S.汤普森,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1700
恶时辰.md,恶时辰,加西亚·马尔克斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1703
