file,title,author,current_t,note_year,master_id,master_time,suggested_t,status,confidence,evidence,verification_status,id
双星.md,双星,罗伯特·海因莱因,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0304
变.md,变,米歇尔·布托,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1611
变革时代.md,变革时代,罗伯特·西尔弗伯格,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2932
古拉格群岛.md,古拉格群岛,索尔仁尼琴,T5,,CANON-163,1973,T5,PASS,HIGH,CANON-163 首次成书_出版时间=1973,自动通过,WL-WORK-1612
可以吃的女人.md,可以吃的女人,玛格丽特·阿特伍德,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1614
台北人.md,台北人,白先勇,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1615
叶之屋.md,叶之屋,马克·Z.达尼莱夫斯基,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0621
叶隐入门.md,叶隐入门,三岛由纪夫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2477
吉迪恩之火.md,吉迪恩之火,约翰·克里西,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3090
名士风流.md,名士风流,西蒙娜·德·波伏瓦,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-db2a646265
向导.md,向导,R.K.纳拉扬,T5,,CANON-229,1958,T5,PASS,HIGH,CANON-229 首次成书_出版时间=1958,自动通过,WL-WORK-1616
向性.md,向性,娜塔莉·萨洛特,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-d1aa5e850f
向苍天呼吁.md,向苍天呼吁,詹姆斯·鲍德温,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1019
告别马焦拉.md,告别马焦拉,瓦连京·拉斯普京,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1618
哈德良回忆录.md,哈德良回忆录,玛格丽特·尤瑟纳尔,T5,,CANON-217,1951,T5,PASS,HIGH,CANON-217 首次成书_出版时间=1951,自动通过,WL-WORK-1022
哭泣吧，亲爱的祖国.md,哭泣吧，亲爱的祖国,艾伦·佩顿,T5,,CANON-265,1948,T5,PASS,HIGH,CANON-265 首次成书_出版时间=1948,需复核,WL-WORK-3201
嚎叫.md,嚎叫,艾伦·金斯堡,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1622
四世同堂.md,四世同堂,老舍,T5,1948,CANON-046,1944—1948,T5,PASS,HIGH,note.year=1948,自动通过,WL-WORK-1027
四朝代.md,四朝代,克立·巴莫,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3174
回归故里.md,回归故里,塔伊布·萨利赫,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M4-c7948779
回旋余地.md,回旋余地,詹姆斯·艾伦·麦克弗森,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2998
围城.md,围城,钱钟书,T5,,CANON-045,1947,T5,PASS,HIGH,CANON-045 首次成书_出版时间=1947,自动通过,WL-WORK-2039
国王的人马.md,国王的人马,罗伯特·佩恩·沃伦,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2980
国王的赎金.md,国王的赎金,埃德·麦克贝恩,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0101
国盗物语.md,国盗物语,司马辽太郎,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1029
土地.md,土地,朴景利,T5,,CANON-243,1969—1994,,REVIEW,HIGH,CANON-243 首次成书_出版时间=1969—1994 (CROSSES_PERIODS),自动通过,WL-WORK-1031
圣彼得节的奇迹.md,圣彼得节的奇迹,埃利斯·彼得斯,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-0133
圣骨疑云.md,圣骨疑云,埃利斯·彼得斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1033
在我皮肤的城堡里.md,在我皮肤的城堡里,乔治·拉明,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1629
在自由的国度.md,在自由的国度,V.S.奈保尔,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3037
在路上.md,在路上,杰克·凯鲁亚克,T5,,CANON-177,1957,T5,PASS,HIGH,CANON-177 首次成书_出版时间=1957,自动通过,WL-WORK-1630
在迷宫中.md,在迷宫中,阿兰·罗伯-格里耶,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-419cc98e93
地下世界.md,地下世界,唐·德里罗,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-5f68b153c6
地方历史／全球设计.md,地方历史／全球设计,沃尔特·米格诺洛,T5,,,,,REVIEW,,缺少可靠年代证据,metadata_pending,WL-WORK-3236
地海古墓.md,地海古墓,厄休拉·勒古恩,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0635
地海巫师.md,地海巫师,厄休拉·勒古恩,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0636
地狱屋.md,地狱屋,理查德·麦瑟森,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0638
坂上之云.md,坂上之云,司马辽太郎,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1036
城塞.md,城塞,司马辽太郎,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2487
城市.md,城市,克利福德·西马克,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0312
城市与狗.md,城市与狗,巴尔加斯·略萨,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1039
城市与群星.md,城市与群星,阿瑟·克拉克,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0308
基地.md,基地,艾萨克·阿西莫夫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0295
基地与帝国.md,基地与帝国,艾萨克·阿西莫夫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0296
堕落.md,堕落,阿尔贝·加缪,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-29e9705bd6
塔玛斯.md,塔玛斯,比沙姆·萨赫尼,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1639
塞伯鲁斯的第五颗头.md,塞伯鲁斯的第五颗头,吉恩·沃尔夫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0365
墙（让-保罗·萨特）.md,墙,让-保罗·萨特,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-9b50e3dd20
夏之花.md,夏之花,原民喜,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1641
夏日花.md,夏日花,原民喜,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2045
多情剑客无情剑.md,多情剑客无情剑,古龙,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2490
夜幕下的大军.md,夜幕下的大军,诺曼·梅勒,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1642
夜莺尸衣.md,夜莺尸衣,P.D.詹姆斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0103
夜访吸血鬼.md,夜访吸血鬼,安妮·赖斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0647
夜鸟.md,夜鸟,何塞·多诺索,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M4-f5d3eb69
大唐游侠传.md,大唐游侠传,梁羽生,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2492
大地上的受苦者.md,大地上的受苦者,弗朗茨·法农,T5,,,,,REVIEW,,缺少可靠年代证据,metadata_pending,WL-WORK-3228
大地之子.md,大地之子,Kampoon Boontawee,T5,1976,,,T5,PASS,HIGH,note.year=1976,手工核验,WL-WORK-R8-012
大地永存.md,大地永存,乔治·R.斯图尔特,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0325
大师与玛格丽特.md,大师与玛格丽特,米哈伊尔·布尔加科夫,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-4b1b8bbe48
大师和玛格丽特.md,大师和玛格丽特,布尔加科夫,T5,,CANON-161,1966—1967,T5,PASS,HIGH,CANON-161 首次成书_出版时间=1966—1967,自动通过,WL-WORK-1647
大教堂爆炸.md,大教堂爆炸,阿莱霍·卡彭铁尔,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M4-fefb46d3
大时代.md,大时代,弗里茨·莱伯,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2897
大沙漠.md,大沙漠,古龙,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2495
大海啊，大海.md,大海啊，大海,艾丽丝·默多克,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3045
大瑟尔.md,大瑟尔,杰克·凯鲁亚克,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M4-da00f078
天堂.md,天堂,何塞·莱萨马·利马,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1051
天堂的喷泉.md,天堂的喷泉,阿瑟·克拉克,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0311
天才雷普利.md,天才雷普利,帕特里夏·海史密斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0085
天空的孤儿.md,天空的孤儿,罗伯特·海因莱因,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0306
天象馆.md,天象馆,娜塔莉·萨洛特,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-dc403b2ea2
天钧.md,天钧,厄休拉·勒古恩,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0356
天龙八部.md,天龙八部,侠义伦理,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2498
太空商人.md,太空商人,弗雷德里克·波尔 / 西里尔·M.科恩布鲁斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0339
太阳下的人们.md,太阳下的人们,加桑·卡纳法尼,T5,1963,CANON-247,1962,T5,PASS,HIGH,note.year=1963,手工核验,WL-WORK-2047
失踪的足迹.md,失踪的足迹,阿莱霍·卡彭铁尔,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0651
奎勒备忘录.md,奎勒备忘录,亚当·霍尔,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3093
奔马.md,奔马,三岛由纪夫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2501
奥吉·马奇历险记.md,奥吉·马奇历险记,索尔·贝娄,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1653
奥拉.md,奥拉,卡洛斯·富恩特斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1655
女人的房间.md,女人的房间,玛丽莲·弗伦奇,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1657
女仆.md,女仆,让·热内,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1658
女宾.md,女宾,西蒙娜·德·波伏瓦,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-6f0d7486f4
女性、种族与阶级.md,女性、种族与阶级,安吉拉·戴维斯,T5,,,,,REVIEW,,缺少可靠年代证据,metadata_pending,WL-WORK-3245
女性主义理论：从边缘到中心.md,女性主义理论：从边缘到中心,贝尔·胡克斯,T5,,,,,REVIEW,,缺少可靠年代证据,metadata_pending,WL-WORK-3246
女性男人.md,女性男人,乔安娜·拉斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1659
女性的奥秘.md,女性的奥秘,贝蒂·弗里丹,T5,,,,,REVIEW,,缺少可靠年代证据,metadata_pending,WL-WORK-3244
女战士.md,女战士,汤亭亭,T5,,,,,REVIEW,,缺少可靠年代证据,metadata_pending,WL-WORK-3251
女王蜂.md,女王蜂,横沟正史,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0156
女面.md,女面,円地文子,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1660
她们眼望上苍.md,她们眼望上苍,佐拉·尼尔·赫斯顿,T5,,,,,REVIEW,,缺少可靠年代证据,metadata_pending,WL-WORK-3249
她的烟雾永恒升起.md,她的烟雾永恒升起,詹姆斯·提普特里二世,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0359
如果在冬夜，一个旅人.md,如果在冬夜，一个旅人,伊塔洛·卡尔维诺,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1662
如果我死在战区.md,如果我死在战区,蒂姆·奥布莱恩,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1663
如果这是一个人.md,如果这是一个人,普里莫·莱维,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1664
如此漫长的信.md,如此漫长的信,玛丽亚玛·芭,T5,1979,,,T5,PASS,HIGH,note.year=1979,自动通过,WL-WORK-2051
姆温多史诗.md,姆温多史诗,佚名,T5,1969,,,T5,PASS,HIGH,note.year=1969,自动通过,WL-WORK-1444
姐妹，局外人.md,姐妹，局外人,奥德丽·洛德,T5,,,,,REVIEW,,缺少可靠年代证据,metadata_pending,WL-WORK-3248
嫉妒.md,嫉妒,阿兰·罗伯-格里耶,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1666
孤独的伦敦人.md,孤独的伦敦人,萨姆·塞尔文,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1667
孩子，你别哭.md,孩子，你别哭,恩古吉·瓦·提安哥,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1064
宇宙奇趣.md,宇宙奇趣,伊塔洛·卡尔维诺,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-4b8d14d312
宇宙奇趣全集.md,宇宙奇趣全集,伊塔洛·卡尔维诺,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1669
守产人.md,守产人,纳丁·戈迪默,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3040
守屋人.md,守屋人,雪莉·安·格劳,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2991
安妮日记.md,安妮日记,安妮·弗兰克,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1066
安德森维尔.md,安德森维尔,麦金莱·坎特,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2985
安息角.md,安息角,华莱士·斯特格纳,T5,1971,,,T5,PASS,HIGH,note.year=1971,自动通过,WL-WORK-2503
安珀志：安珀九王子.md,安珀志：安珀九王子,罗杰·泽拉兹尼,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0665
安静的场所.md,安静的场所,松本清张,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0165
宫殿.md,宫殿,克洛德·西蒙,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-9619b245ad
宫间街.md,宫间街,纳吉布·马哈福兹,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1069
家丁.md,家丁,费迪南·奥约诺,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M4-150b4d1d
寒冬夜行人.md,寒冬夜行人,伊塔洛·卡尔维诺,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-5207564d3f
寒颤.md,寒颤,罗斯·麦克唐纳,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0090
寓言（福克纳）.md,寓言,威廉·福克纳,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2984
射雕英雄传.md,射雕英雄传,金庸,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2506
将军族.md,将军族,陈映真,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1677
尤比克.md,尤比克,菲利普·K.迪克,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0330
尸体之城.md,尸体之城,大田洋子,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2056
尸体之街.md,尸体之街,大田洋子,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1679
山音.md,山音,川端康成,T5,,CANON-204,1949—1954,T5,PASS,HIGH,CANON-204 首次成书_出版时间=1949—1954,需复核,WL-WORK-3158
巴别-17.md,巴别-17,塞缪尔·R.德拉尼,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0348
巴基斯坦列车.md,巴基斯坦列车,库什万特·辛格,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1683
巴斯蒂.md,巴斯蒂,因蒂扎尔·侯赛因,T5,,CANON-231,1979,T5,PASS,HIGH,CANON-231 首次成书_出版时间=1979,自动通过,WL-WORK-1684
希腊人佐巴.md,希腊人佐巴,尼科斯·卡赞扎基斯,T5,,CANON-187,1946,T5,PASS,HIGH,CANON-187 首次成书_出版时间=1946,需复核,WL-WORK-2850
帝国反写.md,帝国反写,比尔·阿什克罗夫特、加雷斯·格里菲斯、海伦·蒂芬,T5,,,,,REVIEW,,缺少可靠年代证据,metadata_pending,WL-WORK-3230
帷幕.md,帷幕,阿加莎·克里斯蒂,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0031
并非出于仇恨.md,并非出于仇恨,玛玛蕾,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3173
幽灵之家.md,幽灵之家,伊莎贝尔·阿连德,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1094
广场.md,广场,崔仁勋,T5,,CANON-242,1960,T5,PASS,HIGH,CANON-242 首次成书_出版时间=1960,自动通过,WL-WORK-1689
广岛.md,广岛,约翰·赫西,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2062
广岛札记.md,广岛札记,大江健三郎,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2063
广阔腹地：条条小径.md,广阔腹地：条条小径,吉马朗埃斯·罗萨,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1691
庭院深深.md,庭院深深,琼瑶,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2064
康尼岛的心灵.md,康尼岛的心灵,劳伦斯·费林盖蒂,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M4-0ad581de
开往伍德斯托克的末班车.md,开往伍德斯托克的末班车,科林·德克斯特,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0105
开往巴基斯坦的列车.md,开往巴基斯坦的列车,库什万特·辛格,T5,1956,CANON-233,1956,T5,PASS,HIGH,note.year=1956,人工核验,WL-WORK-T5-TRAIN-PAKISTAN
开罗三部曲.md,开罗三部曲,纳吉布·马哈福兹,T5,,CANON-191,1956—1957,T5,PASS,HIGH,CANON-191 首次成书_出版时间=1956—1957,需复核,WL-WORK-2852
异乡异客.md,异乡异客,罗伯特·海因莱因,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0302
弗兰德公路.md,弗兰德公路,克洛德·西蒙,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1692
弗莱德丽卡.md,弗莱德丽卡,乔吉特·海耶,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2065
当选者.md,当选者,伯尼斯·鲁本斯,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3036
彼得便士.md,彼得便士,乔恩·克利里,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3101
往事.md,往事,什穆埃尔·约瑟夫·阿格农,T5,,CANON-255,1945,,BOUNDARY,HIGH,CANON-255 首次成书_出版时间=1945 (BOUNDARY_DATE),需复核,WL-WORK-3196
微暗的火.md,微暗的火,纳博科夫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2068
微笑的警察.md,微笑的警察,马伊·舍瓦尔 / 佩尔·瓦勒,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3098
德里纳河上的桥.md,德里纳河上的桥,伊沃·安德里奇,T5,,CANON-294,1945,,BOUNDARY,HIGH,CANON-294 首次成书_出版时间=1945 (BOUNDARY_DATE),手工核验,WL-WORK-3215
忠告与同意.md,忠告与同意,艾伦·德鲁里,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2988
忧国.md,忧国,三岛由纪夫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2523
快乐时光.md,快乐时光,塞缪尔·贝克特,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-675a7b43fa
思宫街.md,思宫街,纳吉布·马哈福兹,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1109
急需病例.md,急需病例,迈克尔·克赖顿,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3096
性政治.md,性政治,凯特·米利特,T5,,,,,REVIEW,,缺少可靠年代证据,metadata_pending,WL-WORK-3243
怪屋.md,怪屋,阿加莎·克里斯蒂,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0029
总统先生.md,总统先生,米格尔·安赫尔·阿斯图里亚斯,T5,,CANON-284,1946,T5,PASS,HIGH,CANON-284 首次成书_出版时间=1946,自动通过,WL-WORK-1699
恋情的终结.md,恋情的终结,格雷厄姆·格林,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2071
恐惧拉斯维加斯.md,恐惧拉斯维加斯,亨特·S.汤普森,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1700
恰似水之于巧克力.md,恰似水之于巧克力,劳拉·埃斯基维尔,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1111
恶时辰.md,恶时辰,加西亚·马尔克斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1703
恶魔之手.md,恶魔之手,F. Sionil José,T5,1962,,,T5,PASS,HIGH,note.year=1962,手工核验,WL-WORK-R8-043
恶魔吹着笛子来.md,恶魔吹着笛子来,横沟正史,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0155
悲伤的边缘.md,悲伤的边缘,埃德温·奥康纳,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2989
悲观主义者塞义德的奇异事件.md,悲观主义者塞义德的奇异事件,埃米尔·哈比比,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1704
愤怒的回顾.md,愤怒的回顾,约翰·奥斯本,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1706
我们一直住在城堡里.md,我们一直住在城堡里,雪莉·杰克逊,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0698
我们在奥斯维辛.md,我们在奥斯维辛,塔德乌什·博罗夫斯基,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1707
我们街区的孩子们.md,我们街区的孩子们,纳吉布·马哈福兹,T5,,CANON-208,1959,T5,PASS,HIGH,CANON-208 首次成书_出版时间=1959,自动通过,WL-WORK-1710
我内心的恶魔.md,我内心的恶魔,吉姆·汤普森,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0086
我是传奇.md,我是传奇,理查德·麦瑟森,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0323
我眼中的恶魔.md,我眼中的恶魔,露丝·伦德尔,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0127
我，机器人.md,我，机器人,艾萨克·阿西莫夫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0294
我，至高无上者.md,我，至高无上者,奥古斯托·罗亚·巴斯托斯,T5,,CANON-281,1974,T5,PASS,HIGH,CANON-281 首次成书_出版时间=1974,自动通过,WL-WORK-1712
战舰武藏.md,战舰武藏,吉村昭,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1119
所罗门之歌.md,所罗门之歌,托妮·莫里森,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1122
打开.md,打开,萨达特·哈桑·曼托,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1715
托巴·泰克·辛.md,托巴·泰克·辛,萨达特·哈桑·曼托,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1716
托巴·泰克·辛格.md,托巴·泰克·辛格,萨达特·哈桑·曼托,T5,1955,,,T5,PASS,HIGH,note.year=1955,手工核验,WL-WORK-R3-18161939
抓住我：杀了我.md,抓住我：杀了我,威廉·H·哈拉汉,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3104
抽签.md,抽签,雪莉·杰克逊,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0706
拉格泰姆时代.md,拉格泰姆时代,E.L.多克托罗,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1126
拉脱维亚人彼得.md,拉脱维亚人彼得,乔治·西默农,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0227
拍卖第四十九批.md,拍卖第四十九批,托马斯·品钦,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1718
掠夺者.md,掠夺者,威廉·福克纳,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2990
摩天楼.md,摩天楼,J.G.巴拉德,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0344
撒冷镇.md,撒冷镇,斯蒂芬·金,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0709
撞车.md,撞车,J.G.巴拉德,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0343
敦煌.md,敦煌,井上靖,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1131
文化与帝国主义.md,文化与帝国主义,爱德华·萨义德,T5,,,,,REVIEW,,缺少可靠年代证据,metadata_pending,WL-WORK-3226
斜阳.md,斜阳,太宰治,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1721
断剑.md,断剑,波尔·安德森,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0712
斯大林格勒.md,斯大林格勒,瓦西里·格罗斯曼,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2075
新·平家物语.md,新·平家物语,吉川英治,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2534
新星.md,新星,塞缪尔·R.德拉尼,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0349
新选组血风录.md,新选组血风录,司马辽太郎,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2535
方法论.md,方法论,阿莱霍·卡彭铁尔,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1723
族长的秋天.md,族长的秋天,加西亚·马尔克斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1725
