tier,file,id,title,title_original,author,author_original,canon_id,awards,source_ref_keys,topics,deep_status,deep_earliest_year,deep_earliest_t,deep_first_publish_year,deep_first_publish_t,deep_title,deep_authors,deep_key,deep_year_count,deep_year_min,deep_year_max,deep_match_score,resolution_status,chosen_t,canonical_year_candidate,resolution_reason,author_only_reason,residual_bucket,gb_status,gb_error
P2_EXTERNAL_MATCH_FRIENDLY,Simon Dale.md,WL-WORK-2340,Simon Dale,,安东尼·霍普,Anthony Hope,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,STABLE_T,1897,T4,1897,T4,Simon Dale,Anthony Hope,/works/OL464282W,9,1897,2007,2.000,SAFE_T,T4,1897,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1878-1933:T3-T4,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Sun and Saddle Leather.md,WL-WORK-2348,Sun and Saddle Leather,,查尔斯·巴杰·克拉克,Charles Badger Clark,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1915,T4,1915,T4,Sun and Saddle Leather,Charles Badger Clark,/works/OL8756527W,8,1915,2022,2.000,SAFE_T,T4,1915,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1898-1957:T4-T5,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Sword at Sunset.md,WL-WORK-2350,Sword at Sunset,,罗斯玛丽·萨克利夫,Rosemary Sutcliff,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,STABLE_T,1963,T5,1963,T5,Sword at Sunset,Rosemary Sutcliff,/works/OL1417756W,12,1963,2012,2.000,SAFE_T,T5,1963,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1935-1992:T4-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Sóngoro cosongo.md,WL-WORK-1539,Sóngoro cosongo,,尼古拉斯·纪廉,Nicolás Guillén,,,batch4_source_refs,WL-TOPIC-R6-LATAM,STABLE_T,1943,T4,1943,T4,Sóngoro cosongo,Nicolás Guillén,/works/OL682931W,4,1943,1981,2.000,SAFE_T,T4,1943,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1917-1989:T4-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Tales of Soldiers and Civilians.md,WL-WORK-1984,Tales of Soldiers and Civilians,,安布罗斯·比尔斯,Ambrose Bierce,,,batch5_source_refs,WL-TOPIC-Q6-WAR,STABLE_T,1943,T4,1943,T4,Tales of soldiers and civilians,Ambrose Bierce,/works/OL43071292W,1,1943,1943,2.000,SAFE_T,T4,1943,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1857-1914:T3-T4,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Tarr.md,WL-WORK-1540,Tarr,,温德姆·刘易斯,Wyndham Lewis,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,STABLE_T,1918,T4,1918,T4,Tarr,Wyndham Lewis,/works/OL1349271W,14,1918,2022,2.000,SAFE_T,T4,1918,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1899-2026:T4-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Testament of Youth.md,WL-WORK-1985,Testament of Youth,,薇拉·布里顿,Vera Brittain,,,batch5_source_refs,WL-TOPIC-Q6-WAR,STABLE_T,1933,T4,1933,T4,Testament of youth,Vera Brittain,/works/OL1971473W,13,1933,2004,2.000,SAFE_T,T4,1933,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1908-1970:T4-T5,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Adventures of Robin Hood.md,WL-WORK-2357,The Adventures of Robin Hood,,罗杰·兰塞林·格林,Roger Lancelyn Green,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,STABLE_T,1956,T5,1956,T5,The Adventures of Robin Hood,Roger Lancelyn Green,/works/OL3461848W,17,1956,2023,2.000,SAFE_T,T5,1956,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1933-2026:T4-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Spring and All.md,WL-WORK-1538,Spring and All,,威廉·卡洛斯·威廉斯,William Carlos Williams,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,STABLE_T,1923,T4,1923,T4,Spring and all,William Carlos Williams,/works/OL1836026W,2,1923,1970,2.000,SAFE_T,T4,1923,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1898-1963:T4-T5,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Amateur Gentleman.md,WL-WORK-2359,The Amateur Gentleman,,杰弗里·法诺尔,Jeffery Farnol,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,STABLE_T,1900,T4,1900,T4,The amateur gentleman,Jeffery Farnol,/works/OL8470564W,17,1900,2021,2.000,SAFE_T,T4,1900,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1893-1952:T4-T5,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Blessing Way.md,WL-WORK-2363,The Blessing Way,,托尼·希勒曼,Tony Hillerman,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1970,T5,1970,T5,The Blessing Way,Tony Hillerman,/works/OL55899W,15,1970,2021,2.000,SAFE_T,T5,1970,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1940-2008:T4-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Case Against Satan.md,WL-WORK-0526,The Case Against Satan,,雷·拉塞尔,Ray Russell,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,1962,T5,1962,T5,The case against Satan,Ray Russell,/works/OL3004377W,4,1962,1974,2.000,SAFE_T,T5,1962,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1939-1999:T4-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Bride.md,WL-WORK-1986,The Bride,,朱莉·加伍德,Julie Garwood,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,STABLE_T,1989,T6,1989,T6,The Bride,Julie Garwood,/works/OL26945W,6,1989,2022,2.000,SAFE_T,T6,1989,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1959-2023:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Ceremonies.md,WL-WORK-0527,The Ceremonies,,T.E.D.克莱因,T.E.D. Klein,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,1984,T6,1984,T6,The ceremonies,T. E. D. Klein,/works/OL5474633W,4,1984,1993,2.000,SAFE_T,T6,1984,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1962-2026:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Conquest.md,WL-WORK-2372,The Conquest,,奥斯卡·米肖,Oscar Micheaux,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1969,T5,1969,T5,The Conquest,Oscar Micheaux,/works/OL24562955W,8,1969,2022,2.000,SAFE_T,T5,1969,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1899-1951:T4-T5,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Day the Cowboys Quit.md,WL-WORK-2375,The Day the Cowboys Quit,,埃尔默·凯尔顿,Elmer Kelton,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1971,T5,1971,T5,The day the cowboys quit,Elmer Kelton,/works/OL90449W,5,1971,2008,2.000,SAFE_T,T5,1971,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1941-2026:T4-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Desert and the Sown.md,WL-WORK-1371,The Desert and the Sown,,格特鲁德·贝尔,Gertrude Bell,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,STABLE_T,2001,T6,2001,T6,The Desert and the Sown,Gertrude Bell,/works/OL6901730W,3,2001,2014,2.000,SAFE_T,T6,2001,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1883-1926:T3-T4,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Doll Who Ate His Mother.md,WL-WORK-0531,The Doll Who Ate His Mother,,拉姆齐·坎贝尔,Ramsey Campbell,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,1976,T5,1976,T5,The Doll Who Ate His Mother,Ramsey Campbell,/works/OL1840347W,8,1976,2001,2.000,SAFE_T,T5,1976,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1961-2026:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Gilda Stories.md,WL-WORK-0533,The Gilda Stories,Gilda Stories,朱厄尔·戈麦斯,Jewelle Gomez,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,1991,T6,1991,T6,The Gilda Stories,Jewelle Gomez,/works/OL1865447W,4,1991,2016,2.000,SAFE_T,T6,1991,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1963-2026:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Great Railway Bazaar.md,WL-WORK-1373,The Great Railway Bazaar,,保罗·索鲁,Paul Theroux,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,STABLE_T,1975,T5,1975,T5,The Great Railway Bazaar,Paul Theroux,/works/OL37643W,16,1975,2011,2.000,SAFE_T,T5,1975,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1956-2026:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Good Old Boys.md,WL-WORK-2380,The Good Old Boys,,埃尔默·凯尔顿,Elmer Kelton,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1978,T5,1978,T5,The good old boys,Elmer Kelton,/works/OL90444W,5,1978,1999,2.000,SAFE_T,T5,1978,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1941-2026:T4-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Hanging Tree.md,WL-WORK-2381,The Hanging Tree,,多萝西·M.约翰逊,Dorothy M. Johnson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1957,T5,1957,T5,The hanging tree,Dorothy M. Johnson,/works/OL2621756W,8,1957,1995,2.000,SAFE_T,T5,1957,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1920-1984:T4-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Hummingbird's Daughter.md,WL-WORK-2385,The Hummingbird's Daughter,,路易斯·阿尔贝托·乌雷亚,Luis Alberto Urrea,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,2005,T6,2005,T6,The Hummingbird's Daughter,Luis Alberto Urrea,/works/OL41211W,2,2005,2006,2.000,SAFE_T,T6,2005,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1970-2026:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Homesteader.md,WL-WORK-2383,The Homesteader,,奥斯卡·米肖,Oscar Micheaux,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1917,T4,1917,T4,The homesteader,Oscar Micheaux,/works/OL3462388W,3,1917,1994,2.000,SAFE_T,T4,1917,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1899-1951:T4-T5,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Kill Riff.md,WL-WORK-0537,The Kill Riff,,戴维·J.肖,David J. Schow,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,1988,T6,1988,T6,The kill riff,David J. Schow,/works/OL831069W,1,1988,1988,2.000,SAFE_T,T6,1988,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1970-2026:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Lady and the Monk.md,WL-WORK-1374,The Lady and the Monk,,皮科·艾尔,Pico Iyer,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,STABLE_T,1991,T6,1991,T6,The lady and the monk,Pico Iyer,/works/OL3336092W,3,1991,2004,2.000,SAFE_T,T6,1991,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1972-2026:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Last Good Kiss.md,WL-WORK-2388,The Last Good Kiss,,詹姆斯·克拉姆利,James Crumley,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1978,T5,1978,T5,The last good kiss,James Crumley,/works/OL3295226W,5,1978,2020,2.000,SAFE_T,T5,1978,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1954-2008:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Last Duty.md,WL-WORK-1990,The Last Duty,,伊西多尔·奥克佩沃,Isidore Okpewho,,,batch5_source_refs,WL-TOPIC-Q6-WAR,STABLE_T,1976,T5,1976,T5,The last duty,Isidore Okpewho,/works/OL1883681W,3,1976,1988,2.000,SAFE_T,T5,1976,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1956-2026:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Led-Horse Claim.md,WL-WORK-2389,The Led-Horse Claim,,玛丽·哈洛克·富特,Mary Hallock Foote,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1968,T5,1968,T5,The Led-Horse Claim;,Mary (Hallock) Foote,/works/OL31754352W,1,1968,1968,2.000,SAFE_T,T5,1968,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1862-1938:T3-T4,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Man Who Shot Liberty Valance.md,WL-WORK-2394,The Man Who Shot Liberty Valance,,多萝西·M.约翰逊,Dorothy M. Johnson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,2005,T6,2005,T6,The Man Who Shot Liberty Valance,Dorothy M. Johnson,/works/OL2621750W,3,2005,2014,2.000,SAFE_T,T6,2005,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1920-1984:T4-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Red Tree.md,WL-WORK-0544,The Red Tree,,凯特琳·R.基尔南,Caitlín R. Kiernan,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,2009,T6,2009,T6,The red tree,Caitlín R. Kiernan,/works/OL13737792W,1,2009,2009,2.000,SAFE_T,T6,2009,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1979-2026:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Saga of Billy the Kid.md,WL-WORK-2403,The Saga of Billy the Kid,,沃尔特·诺布尔·伯恩斯,Walter Noble Burns,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,STABLE_T,1926,T4,1926,T4,The saga of Billy the Kid,Walter Noble Burns,/works/OL22332W,13,1926,2014,2.000,SAFE_T,T4,1926,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1881-1932:T3-T4,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Scottish Chiefs.md,WL-WORK-0952,The Scottish Chiefs,,简·波特,Jane Porter,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL,STABLE_T,1796,T2,1796,T2,The Scottish chiefs,Jane Porter,/works/OL39469740W,9,1796,1895,2.000,SAFE_T,T2,1796,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1790-1850:T2-T3,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Surrounded.md,WL-WORK-2411,The Surrounded,,达西·麦克尼克尔,D'Arcy McNickle,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1936,T4,1936,T4,The surrounded,D'Arcy McNickle,/works/OL4280995W,3,1936,1990,2.000,SAFE_T,T4,1936,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1919-1977:T4-T5,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Valleys of the Assassins.md,WL-WORK-1382,The Valleys of the Assassins,,弗雷娅·斯塔克,Freya Stark,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,STABLE_T,1978,T5,1978,T5,The Valley of the Assassins,Freya Stark,/works/OL45275165W,1,1978,1978,1.982,SAFE_T,T5,1978,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1908-1993:T4-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Uncanny Stories.md,WL-WORK-0551,Uncanny Stories,,梅·辛克莱,May Sinclair,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,1923,T4,1923,T4,Uncanny stories,May Sinclair,/works/OL199990W,5,1923,2022,2.000,SAFE_T,T4,1923,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1878-1946:T3-T5,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Under the Feet of Jesus.md,WL-WORK-2426,Under the Feet of Jesus,,海伦娜·玛丽亚·比拉蒙特斯,Helena María Viramontes,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1995,T6,1995,T6,Under the feet of Jesus,Helena María Viramontes,/works/OL3086852W,2,1995,1996,2.000,SAFE_T,T6,1995,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1969-2026:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Undertones of War.md,WL-WORK-1997,Undertones of War,,埃德蒙·布伦登,Edmund Blunden,,,batch5_source_refs,WL-TOPIC-Q6-WAR,STABLE_T,1928,T4,1928,T4,Undertones of war,Edmund Blunden,/works/OL1133265W,14,1928,2007,2.000,SAFE_T,T4,1928,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1911-1974:T4-T5,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Video Night in Kathmandu.md,WL-WORK-1389,Video Night in Kathmandu,,皮科·艾尔,Pico Iyer,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,STABLE_T,1988,T6,1988,T6,Video night in Kathmandu,Pico Iyer,/works/OL15875387W,4,1988,2001,2.000,SAFE_T,T6,1988,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1972-2026:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,The Shootist.md,WL-WORK-2405,The Shootist,,格伦登·斯沃索特,Glendon Swarthout,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN;WL-TOPIC-Q15-PIRATE,STABLE_T,1975,T5,1975,T5,The Shootist,Glendon Fred Swarthout,/works/OL2674250W,7,1975,2011,1.872,SAFE_T,T5,1975,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1933-1992:T4-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Warlock.md,WL-WORK-2428,Warlock,,奥克利·霍尔,Oakley Hall,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1958,T5,1958,T5,Warlock,Oakley Hall,/works/OL1896481W,5,1958,2005,2.000,SAFE_T,T5,1958,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1935-2008:T4-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,War Trash.md,WL-WORK-1999,War Trash,,哈金,Ha Jin,,,batch5_source_refs,WL-TOPIC-Q6-WAR,STABLE_T,2004,T6,2004,T6,War trash,Ha Jin,/works/OL14553W,2,2004,2005,2.000,SAFE_T,T6,2004,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1971-2026:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,West with the Night.md,WL-WORK-0554,West with the Night,,贝丽尔·马卡姆,Beryl Markham,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,STABLE_T,1942,T4,1942,T4,West with the night,Beryl Markham,/works/OL3471099W,21,1942,2018,2.000,SAFE_T,T4,1942,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1917-1986:T4-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,"Whitney, My Love.md",WL-WORK-2000,"Whitney, My Love",,朱迪思·麦克诺特,Judith McNaught,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,STABLE_T,1985,T6,1985,T6,"Whitney, My Love",Judith McNaught,/works/OL152332W,12,1985,2008,2.000,SAFE_T,T6,1985,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1959-2026:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,With Clive in India.md,WL-WORK-0555,With Clive in India,,G.A.亨蒂,G. A. Henty,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,STABLE_T,1883,T3,1883,T3,With Clive in India,G. A. Henty,/works/OL44678460W,1,1883,1883,2.000,SAFE_T,T3,1883,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1847-1902:T3-T4,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,With Wolfe in Canada.md,WL-WORK-0556,With Wolfe in Canada,,G.A.亨蒂,G. A. Henty,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,STABLE_T,1832,T3,1832,T3,With Wolfe in Canada,G. A. Henty,/works/OL39472919W,1,1832,1832,2.000,SAFE_T,T3,1832,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1847-1902:T3-T4,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,乌鸦之黑.md,WL-WORK-0116,乌鸦之黑,Raven Black,安·克里夫斯,Ann Cleeves,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,2006,T6,2006,T6,Raven Black,Ann Cleeves,/works/OL2445399W,8,2006,2025,2.000,SAFE_T,T6,2006,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1969-2026:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,人骨拼图.md,WL-WORK-0123,人骨拼图,The Bone Collector,杰弗里·迪弗,Jeffery Deaver,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,2004,T6,2004,T6,The Bone Collector,Jeffery Deaver,/works/OL24275716W,2,2004,2008,2.000,SAFE_T,T6,2004,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1965-2026:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,全面混乱.md,WL-WORK-0240,全面混乱,Total Chaos,让-克洛德·伊佐,Jean-Claude Izzo,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,2005,T6,2005,T6,Total Chaos,Jean-Claude Izzo,/works/OL8958593W,1,2005,2005,2.000,SAFE_T,T6,2005,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,ACTIVE_RANGE_SPANS_T:1960-2000:T5-T6,AUTHOR_RANGE_SPANS_T,API_ERROR,HTTPError
