tier,file,id,title,title_original,author,author_original,canon_id,awards,source_ref_keys,topics,deep_status,deep_earliest_year,deep_earliest_t,deep_first_publish_year,deep_first_publish_t,deep_title,deep_authors,deep_key,deep_year_count,deep_year_min,deep_year_max,deep_match_score,resolution_status,chosen_t,canonical_year_candidate,resolution_reason,author_only_reason,residual_bucket,mad_status
P2_EXTERNAL_MATCH_FRIENDLY,眩晕.md,WL-WORK-0231,眩晕,D'entre les morts,布瓦洛-纳尔瑟雅克,Boileau-Narcejac,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,1954,T5,1954,T5,D'entre les morts,Boileau-Narcejac,/works/OL15724928W,10,1954,2015,2.000,SAFE_T,T5,1954,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,社交俱乐部命案.md,WL-WORK-0107,社交俱乐部命案,A Clubbable Woman,雷金纳德·希尔,Reginald Hill,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,1970,T5,1970,T5,A clubbable woman,Reginald Hill,/works/OL57005W,5,1970,2007,2.000,SAFE_T,T5,1970,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,美生中国人.md,WL-WORK-1268,美生中国人,American Born Chinese,杨谨伦,Gene Luen Yang,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN,STABLE_T,2006,T6,2006,T6,American Born Chinese,Gene Luen Yang,/works/OL8994750W,3,2006,2008,2.000,SAFE_T,T6,2006,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,蚀刻城.md,WL-WORK-0829,蚀刻城,The Etched City,K.J.毕晓普,K.J. Bishop,,,batch1_source_refs,WL-TOPIC-G45-FANTASY;WL-TOPIC-G45-HORROR,STABLE_T,2005,T6,2005,T6,The Etched City,K.J. Bishop,/works/OL20709719W,1,2005,2005,2.000,SAFE_T,T6,2005,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,解散.md,WL-WORK-0134,解散,Dissolution,C.J.桑瑟姆,C.J. Sansom,,,batch2_source_refs,WL-TOPIC-G45-MYSTERY;WL-TOPIC-G44-HISTORICAL,STABLE_T,2001,T6,2001,T6,Dissolution,C. J. Sansom,/works/OL5734168W,7,2001,2013,2.000,SAFE_T,T6,2001,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,赔偿风波.md,WL-WORK-0094,赔偿风波,Indemnity Only,萨拉·帕雷茨基,Sara Paretsky,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,1982,T6,1982,T6,Indemnity Only,Sara Paretsky,/works/OL18044W,9,1982,2010,2.000,SAFE_T,T6,1982,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,队列.md,WL-WORK-0478,队列,The Queue,巴斯玛·阿卜杜勒·阿齐兹,Basma Abdel Aziz,,,batch2_source_refs,WL-TOPIC-G45-SF;WL-TOPIC-G46-DYSTOPIA,STABLE_T,2016,T6,2016,T6,The Queue,Basma Abdel Aziz,/works/OL19661249W,1,2016,2016,2.000,SAFE_T,T6,2016,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,A Bollywood Affair.md,WL-WORK-1932,A Bollywood Affair,,索纳利·德夫,Sonali Dev,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,A Head Full of Ghosts.md,WL-WORK-0489,A Head Full of Ghosts,,保罗·特朗布莱,Paul Tremblay,,,batch1_source_refs,WL-TOPIC-G45-HORROR,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,A Hunger Like No Other.md,WL-WORK-1934,A Hunger Like No Other,,克雷斯莉·科尔,Kresley Cole,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,A Knight's Own Book of Chivalry.md,WL-WORK-2155,A Knight's Own Book of Chivalry,,若弗鲁瓦·德·沙尔尼,Geoffroi de Charny,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Ambiguity Machines and Other Stories.md,WL-WORK-0477,Ambiguity Machines and Other Stories,,万达娜·辛格,Vandana Singh,,,,WL-TOPIC-G45-SF,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,A Small Place.md,WL-WORK-1343,A Small Place,,牙买加·金凯德,Jamaica Kincaid,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,"Bless Me, Ultima.md",WL-WORK-2174,"Bless Me, Ultima",,鲁道夫·阿纳亚,Rudolfo Anaya,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Destry Rides Again.md,WL-WORK-2200,Destry Rides Again,,马克斯·布兰德,Max Brand,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,El inglés de los güesos.md,WL-WORK-2207,El inglés de los güesos,,贝尼托·林奇,Lynch,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,El romance de un gaucho.md,WL-WORK-2212,El romance de un gaucho,,贝尼托·林奇,Lynch,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Eldorado.md,WL-WORK-2215,Eldorado,,奥希兹男爵夫人,Baroness Orczy,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,"Get a Life, Chloe Brown.md",WL-WORK-1961,"Get a Life, Chloe Brown",,塔莉娅·希伯特,Talia Hibbert,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,I Will Repay.md,WL-WORK-2246,I Will Repay,,奥希兹男爵夫人,Baroness Orczy,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Jerilderie Letter.md,WL-WORK-2251,Jerilderie Letter,,内德·凯利,Ned Kelly,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Joseph d'Arimathie.md,WL-WORK-2253,Joseph d'Arimathie,,罗贝尔·德·博龙,Robert de Boron,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Juan Moreira.md,WL-WORK-2255,Juan Moreira,,爱德华多·古铁雷斯,Gutiérrez,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO;WL-TOPIC-Q15-OUTLAW,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Kernok the Pirate.md,WL-WORK-2256,Kernok the Pirate,,欧仁·苏,Eugène Sue,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-PIRATE,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Kalpa Imperial.md,WL-WORK-0472,Kalpa Imperial,,安赫利卡·戈罗迪舍尔,Angélica Gorodischer,,,,WL-TOPIC-G45-SF,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Little Big Man.md,WL-WORK-2273,Little Big Man,,托马斯·伯杰,Thomas Berger,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Maid Marian.md,WL-WORK-2279,Maid Marian,,托马斯·洛夫·皮科克,Peacock,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Merlin.md,WL-WORK-2282,Merlin,,T.H.怀特,T.H. White,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Palmerín de Inglaterra.md,WL-WORK-2298,Palmerín de Inglaterra,,弗朗西斯科·德·莫拉埃斯,Francisco de Moraes,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Riders of the Silences.md,WL-WORK-2317,Riders of the Silences,,马克斯·布兰德,Max Brand,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Roman de Silence.md,WL-WORK-2331,Roman de Silence,,康沃尔的埃尔德里斯,Heldris of Cornwall,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Seth Jones.md,WL-WORK-2338,Seth Jones,,爱德华·S.埃利斯,Edward S. Ellis,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Sinophagia／ A Celebration of Chinese Horror.md,WL-WORK-0519,Sinophagia: A Celebration of Chinese Horror,,倪雪婷,Xueting C. Ni,,,batch1_source_refs,WL-TOPIC-G45-HORROR,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Assassination of Jesse James.md,WL-WORK-2361,The Assassination of Jesse James...,,罗恩·汉森,Ron Hansen,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN;WL-TOPIC-Q15-OUTLAW,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Tell Me I'm Worthless.md,WL-WORK-0523,Tell Me I'm Worthless,,艾莉森·拉姆菲特,Alison Rumfitt,,,batch1_source_refs,WL-TOPIC-G45-HORROR,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Buccaneers of America.md,WL-WORK-2368,The Buccaneers of America,,亚历山大·埃斯克梅林,Alexandre Exquemelin,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-PIRATE,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The City Inside.md,WL-WORK-0948,The City Inside,,萨米特·巴苏,Samit Basu,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Dreaming & Other Essays.md,WL-WORK-1372,The Dreaming & Other Essays,,W.E.H.斯坦纳,W.E.H. Stanner,,,batch3_source_refs,WL-TOPIC-G1-MYTH,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Elusive Pimpernel.md,WL-WORK-2378,The Elusive Pimpernel,,奥希兹男爵夫人,Baroness Orczy,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The House of the Wolf.md,WL-WORK-2384,The House of the Wolf,,斯坦利·韦曼,Stanley Weyman,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,INTERNAL_CONFLICT,1890,T4,1890,T4,The house of the wolf,Stanley John Weymann,/works/OL6697785W,29,1890,2023,1.824,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Phantom Coach.md,WL-WORK-0543,The Phantom Coach,,阿梅莉亚·B.爱德华兹,Amelia B. Edwards,,,batch1_source_refs,WL-TOPIC-G45-HORROR,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Six-Gun Tarot.md,WL-WORK-2407,The Six-Gun Tarot,,R.S.贝尔彻,R.S. Belcher,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Underdogs ／ Los de abajo.md,WL-WORK-2416,The Underdogs / Los de abajo,,马里亚诺·阿苏埃拉,Mariano Azuela,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Untamed.md,WL-WORK-2417,The Untamed,,马克斯·布兰德,Max Brand,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,猎人.md,WL-WORK-0255,猎人,The Hunter,理查德·斯塔克,Richard Stark,,,,WL-TOPIC-G45-MYSTERY,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Tristan.md,WL-WORK-2423,Tristan,,贝鲁尔,Béroul,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,致命的宁静.md,WL-WORK-0138,致命的宁静,Still Life,路易丝·佩尼,Louise Penny,,,,WL-TOPIC-G45-MYSTERY,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,苏格兰西部群岛之旅.md,WL-WORK-1500,苏格兰西部群岛之旅,A Journey to the Western Islands of Scotland,塞缪尔·约翰逊,Johnson,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,赫布里底群岛旅行日记.md,WL-WORK-1509,赫布里底群岛旅行日记,The Journal of a Tour to the Hebrides,詹姆斯·鲍斯韦尔,Boswell,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,高卢的阿玛迪斯.md,WL-WORK-2648,高卢的阿玛迪斯,Amadís,加尔西·罗德里格斯·德·蒙塔尔沃,Garci Rodríguez de Montalvo,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
