tier,file,id,title,title_original,author,author_original,canon_id,awards,source_ref_keys,topics,deep_status,deep_earliest_year,deep_earliest_t,deep_first_publish_year,deep_first_publish_t,deep_title,deep_authors,deep_key,deep_year_count,deep_year_min,deep_year_max,deep_match_score,resolution_status,chosen_t,canonical_year_candidate,resolution_reason,author_only_status,author_only_proven_t,author_active_start,author_active_end,author_match_name,author_match_score,author_birth_year,author_death_year,author_key
P2_EXTERNAL_MATCH_FRIENDLY,幽灵小姐.md,WL-WORK-2515,幽灵小姐,La dama duende,卡尔德隆,Pedro Calderón de la Barca,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,STABLE_T,1685,T2,1685,T2,La dama duende,Pedro Calderón de la Barca,/works/OL20652829W,1,1685,1685,2.000,SAFE_T,T2,1685,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T2,1615,1681,Pedro Calderón de la Barca,1.000,1600,1681,OL4280652A
P2_EXTERNAL_MATCH_FRIENDLY,弗拉卡斯上尉.md,WL-WORK-2519,弗拉卡斯上尉,Le Capitaine Fracasse,泰奥菲尔·戈蒂耶,Théophile Gautier,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,STABLE_T,1863,T3,1863,T3,Le capitaine Fracasse,Théophile Gautier,/works/OL44835396W,2,1863,1864,2.000,SAFE_T,T3,1863,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T3,1826,1872,Théophile Gautier,1.000,1811,1872,OL58993A
P2_EXTERNAL_MATCH_FRIENDLY,归乡.md,WL-WORK-1101,归乡,Homegoing,雅·吉亚西,Yaa Gyasi,,,batch2_source_refs;batch5_source_refs,WL-TOPIC-G43-FAMILY;WL-TOPIC-G44-HISTORICAL;WL-TOPIC-Q10-MEMORY,STABLE_T,2016,T6,2016,T6,Homegoing,Yaa Gyasi,/works/OL17795349W,4,2016,2019,2.000,SAFE_T,T6,2016,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,2004,2026,Yaa Gyasi,1.000,1989,,OL7400941A
P2_EXTERNAL_MATCH_FRIENDLY,拉莫娜.md,WL-WORK-2528,拉莫娜,Ramona,海伦·亨特·杰克逊,Helen Hunt Jackson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1884,T3,1884,T3,Ramona,Helen Hunt Jackson,/works/OL1800220W,34,1884,2009,2.000,SAFE_T,T3,1884,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T3,1845,1885,Helen Hunt Jackson,1.000,1830,1885,OL216064A
P2_EXTERNAL_MATCH_FRIENDLY,申诉.md,WL-WORK-0145,申诉,The Appeal,珍妮丝·哈利特,Janice Hallett,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,2021,T6,2021,T6,The Appeal,Janice Hallett,/works/OL24630275W,2,2021,2022,2.000,SAFE_T,T6,2021,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,1984,2026,Janice Hallett,1.000,1969,,OL9284357A
P2_EXTERNAL_MATCH_FRIENDLY,白狼.md,WL-WORK-2580,白狼,Le Loup blanc,保罗·费瓦尔,Paul Féval,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,STABLE_T,1878,T3,1878,T3,Le loup blanc,Paul Féval,/works/OL1544765W,4,1878,1992,2.000,SAFE_T,T3,1878,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T3,1832,1887,Paul Féval,1.000,1817,1887,OL164319A
P2_EXTERNAL_MATCH_FRIENDLY,聪明的恋人.md,WL-WORK-2604,聪明的恋人,La discreta enamorada,洛佩·德·维加,Lope de Vega,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,STABLE_T,1930,T4,1930,T4,La discreta enamorada,Lope de Vega,/works/OL914806W,2,1930,1940,2.000,SAFE_T,T4,1930,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T2,1577,1635,Lope de Vega,1.000,1562,1635,OL80534A
P2_EXTERNAL_MATCH_FRIENDLY,解放了的耶路撒冷.md,WL-WORK-2618,解放了的耶路撒冷,Gerusalemme Liberata,托尔夸托·塔索,Torquato Tasso,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,STABLE_T,2015,T6,2015,T6,Gerusalemme Liberata,Torquato Tasso,/works/OL24785101W,2,2015,2022,2.000,SAFE_T,T6,2015,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T2,1559,1595,Torquato Tasso,1.000,1544,1595,OL33406A
P2_EXTERNAL_MATCH_FRIENDLY,A General History of the Pyrates.md,WL-WORK-2152,A General History of the Pyrates,,查尔斯·约翰逊船长,Captain Charles Johnson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-PIRATE,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,SAFE_T_AUTHOR_RANGE,T2,1739,1731,Captain Charles Johnson,1.000,1724,1731,OL2697013A
P2_EXTERNAL_MATCH_FRIENDLY,Cockfight.md,WL-WORK-0496,Cockfight,,玛丽亚·费尔南达·安普埃罗,María Fernanda Ampuero,,,batch1_source_refs,WL-TOPIC-G45-HORROR,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,SAFE_T_AUTHOR_RANGE,T6,1991,2026,María Fernanda Ampuero,1.000,1976,,OL7992626A
P2_EXTERNAL_MATCH_FRIENDLY,Cogewea.md,WL-WORK-2187,Cogewea,,哀鸽,Mourning Dove,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,SAFE_T_AUTHOR_RANGE,T4,1903,1936,Mourning Dove,1.000,1888,1936,OL1005122A
P2_EXTERNAL_MATCH_FRIENDLY,Facundo／ Civilization and Barbarism.md,WL-WORK-2224,Facundo: Civilization and Barbarism,,萨米恩托,Domingo Faustino Sarmiento,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,SAFE_T_AUTHOR_RANGE,T3,1826,1888,Domingo Faustino Sarmiento,1.000,1811,1888,OL117634A
P2_EXTERNAL_MATCH_FRIENDLY,Harvest Home.md,WL-WORK-0502,Harvest Home,,托马斯·特赖恩,Thomas Tryon,,,batch1_source_refs,WL-TOPIC-G45-HORROR,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,SAFE_T_AUTHOR_RANGE,T2,1649,1703,Thomas Tryon,1.000,1634,1703,OL1171965A
P2_EXTERNAL_MATCH_FRIENDLY,How the Soldier Repairs the Gramophone.md,WL-WORK-1965,How the Soldier Repairs the Gramophone,,萨沙·斯塔尼希奇,Saša Stanišić,,,batch5_source_refs,WL-TOPIC-Q6-WAR,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,SAFE_T_AUTHOR_RANGE,T6,1993,2026,Saša Stanišić,1.000,1978,,OL5829189A
P2_EXTERNAL_MATCH_FRIENDLY,Juan Cuello.md,WL-WORK-2254,Juan Cuello,,爱德华多·古铁雷斯,Eduardo Gutiérrez,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,SAFE_T_AUTHOR_RANGE,T3,1866,1889,Eduardo Gutiérrez,1.000,1851,1889,OL66353A
P2_EXTERNAL_MATCH_FRIENDLY,Masterman Ready.md,WL-WORK-0510,Masterman Ready,,弗雷德里克·马里亚特,Marryat,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,SAFE_T_AUTHOR_RANGE,T3,1807,1848,Frederick Marryat,1.000,1792,1848,OL22214A
P2_EXTERNAL_MATCH_FRIENDLY,Naufragios.md,WL-WORK-0515,Naufragios,,卡贝萨·德·巴卡,Cabeza de Vaca,,,batch1_source_refs;batch3_source_refs;batch6_source_refs,WL-TOPIC-G45-ADVENTURE;WL-TOPIC-G7-TRAVEL;WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,SAFE_T_AUTHOR_RANGE,T2,1505,1559,Álvar Núñez Cabeza de Vaca,1.000,1490,1559,OL422466A
P2_EXTERNAL_MATCH_FRIENDLY,Roman de Brut.md,WL-WORK-2330,Roman de Brut,,瓦斯,Wace,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,SAFE_T_AUTHOR_RANGE,T1,1115,1175,Wace,1.000,1100,1175,OL345338A
P2_EXTERNAL_MATCH_FRIENDLY,Smoky the Cowhorse.md,WL-WORK-2344,Smoky the Cowhorse,,威尔·詹姆斯,Will James,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,SAFE_T_AUTHOR_RANGE,T4,1907,1942,Will James,1.000,1892,1942,OL20216A
P2_EXTERNAL_MATCH_FRIENDLY,The Adventures of Col. Daniel Boone.md,WL-WORK-2355,The Adventures of Col. Daniel Boone,,约翰·菲尔森,John Filson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,SAFE_T_AUTHOR_RANGE,T2,1762,1788,John Filson,1.000,1747,1788,OL1323416A
P2_EXTERNAL_MATCH_FRIENDLY,The Ballad of Black Tom.md,WL-WORK-0524,The Ballad of Black Tom,,维克多·拉瓦勒,Victor LaValle,,,batch1_source_refs,WL-TOPIC-G45-HORROR,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,SAFE_T_AUTHOR_RANGE,T6,1987,2026,Victor D. LaValle,1.000,1972,,OL24705A
P2_EXTERNAL_MATCH_FRIENDLY,The Conjure-Man Dies.md,WL-WORK-1542,The Conjure-Man Dies,,鲁道夫·费希尔,Rudolph Fisher,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,SAFE_T_AUTHOR_RANGE,T4,1912,1934,Rudolph Fisher,1.000,1897,1934,OL575542A
P2_EXTERNAL_MATCH_FRIENDLY,The Headless Horseman.md,WL-WORK-0535,The Headless Horseman,,梅恩·里德,Mayne Reid,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,INTERNAL_CONFLICT,1800,T3,1800,T3,The headless horseman,Mayne Reid,/works/OL5305935W,7,1800,2007,2.000,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,SAFE_T_AUTHOR_RANGE,T3,1833,1883,Mayne Reid,1.000,1818,1883,OL1206620A
P2_EXTERNAL_MATCH_FRIENDLY,The Imago Sequence.md,WL-WORK-0536,The Imago Sequence,,莱尔德·巴伦,Laird Barron,,,batch1_source_refs,WL-TOPIC-G45-HORROR,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,SAFE_T_AUTHOR_RANGE,T6,1985,2026,Laird Barron,1.000,1970,,OL3129636A
P2_EXTERNAL_MATCH_FRIENDLY,The Old Ways.md,WL-WORK-1378,The Old Ways,,罗伯特·麦克法伦,Robert Macfarlane,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,SAFE_T_AUTHOR_RANGE,T6,1991,2026,Robert Macfarlane,1.000,1976,,OL1482593A
P2_EXTERNAL_MATCH_FRIENDLY,The Principal Navigations.md,WL-WORK-1379,The Principal Navigations...,,理查德·哈克卢特,Richard Hakluyt,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,SAFE_T_AUTHOR_RANGE,T2,1567,1616,Richard Hakluyt,1.000,1552,1616,OL622044A
P2_EXTERNAL_MATCH_FRIENDLY,The Squatter and the Don.md,WL-WORK-2408,The Squatter and the Don,,海伦·亨特·杰克逊,Helen Hunt Jackson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,SAFE_T_AUTHOR_RANGE,T3,1845,1885,Helen Hunt Jackson,1.000,1830,1885,OL216064A
P2_EXTERNAL_MATCH_FRIENDLY,穿绿裤子的唐·希尔.md,WL-WORK-2587,穿绿裤子的唐·希尔,Don Gil de las calzas verdes,蒂尔索·德·莫利纳,Tirso de Molina,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,INTERNAL_CONFLICT,1800,T3,1800,T3,Don Gil de las calzas verdes,Tirso de Molina,/works/OL638605W,13,1800,2009,2.000,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,SAFE_T_AUTHOR_RANGE,T2,1586,1648,Tirso de Molina,1.000,1571,1648,OL49131A
P2_EXTERNAL_MATCH_FRIENDLY,雇员们.md,WL-WORK-0482,雇员们,The Employees,奥尔加·拉夫恩,Olga Ravn,,,,WL-TOPIC-G45-SF,NO_RELIABLE_MATCH,,,,,,,,,,,,REVIEW,,,无可靠深层匹配或版次年份与 first_publish_year 的 T 区间不稳定,SAFE_T_AUTHOR_RANGE,T6,2001,2026,Olga Ravn,1.000,1986,,OL9760936A
